"Mrs. Theresa Herring","LANG-3981"
"Thomas Finley","ECSE-6690"
"Joseph Juarez","ARCH-9150"
"Bradley Bruce","ITEC-1345"
"Monique Harrison","ECSE-9186"
"Monique Harrison","CHEM-4904"
"Michelle Carter","PSYC-4598"
"Michelle Carter","ECSE-6925"
"Michelle Carter","ENGR-3899"
"Dylan Thomas","ARCH-8432"
"Dylan Thomas","COGS-8518"
"Robin Page","MGMT-2422"
"Robin Page","ECON-6876"
"Robin Page","COGS-7287"
"Austin Harrison","CHEM-9381"
"Austin Harrison","CSCI-9624"
"Austin Harrison","LANG-7040"
"Mary Camacho","CHEM-2566"
"Amber Jones","BIOL-7088"
"Rebecca Long","MGMT-7977"
"Rebecca Long","ECON-5803"
"Rebecca Long","ECON-3253"
"Eric Perez II","MGMT-2422"
"Eric Perez II","ENGR-9476"
"Eric Perez II","CHEM-3665"
"Margaret Mclaughlin","PSYC-1405"
"Carolyn Baxter","CHEM-3665"
"Carolyn Baxter","LANG-4105"
"Victoria Robertson","MATH-8932"
"Victoria Robertson","ECON-8673"
"Victoria Robertson","ENGR-8669"
"Troy Smith","BIOL-1380"
"Scott Garrett","BIOL-3377"
"Scott Garrett","ARCH-8221"
"Troy Dominguez","ECSE-6925"
"Troy Dominguez","ITEC-6550"
"William Figueroa","ARCH-8147"
"William Figueroa","ECSE-2659"
"William Figueroa","PSYC-4159"
"Megan Chambers","ENGR-9682"
"Megan Chambers","STSO-3203"
"Stephanie Collins","LANG-8912"
"Stephanie Collins","COGS-8029"
"Stephanie Collins","ECSE-8065"
"Beverly Thomas","ARCH-1790"
"Beverly Thomas","ECON-1471"
"Beverly Thomas","ECSE-5968"
"Jocelyn Rose","CSCI-8365"
"Jocelyn Rose","ECON-8138"
"Robert Bolton","MGMT-2422"
"Robert Bolton","ITEC-9116"
"Hayley Lin","ECSE-1491"
"Hayley Lin","ECSE-1460"
"Hayley Lin","MGMT-6085"
"Candice Johnson","ECSE-8140"
"Katie Morris","MATH-2934"
"Katie Morris","COGS-7287"
"Katie Morris","MGMT-8758"
"Joshua Johnson","CHEM-2562"
"Luis Adams","BIOL-5043"
"Luis Adams","STSO-6966"
"Jill Mccarty","PSYC-1340"
"Jill Mccarty","PSYC-5029"
"Jill Mccarty","CSCI-5023"
"Tyrone Powers","ECSE-6530"
"Stephanie Baldwin","ITEC-5912"
"Stephanie Baldwin","ECON-5530"
"Stephanie Baldwin","CSCI-1704"
"Carolyn Lopez","ITEC-3099"
"Carolyn Lopez","STSO-2963"
"Katrina Caldwell","ECSE-6866"
"Katrina Caldwell","COGS-6716"
"Katrina Caldwell","LANG-6380"
"Desiree Bruce","PSYC-1505"
"Desiree Bruce","CSCI-6766"
"Rebecca Gonzalez","ITEC-5042"
"Karen Lee","MGMT-7607"
"Karen Lee","ARCH-9150"
"Jesus Ross","ITEC-8451"
"Jesus Ross","BIOL-9270"
"Angela Parks","STSO-5001"
"Marissa Hall","PSYC-1318"
"Marissa Hall","ITEC-8653"
"Nicole Fisher","CSCI-2400"
"Robin Butler","STSO-7793"
"Robin Butler","LANG-7040"
"Robin Butler","ECSE-1571"
"Melissa Rogers","ECSE-5968"
"Marcus Cox","STSO-5392"
"Marcus Cox","STSO-7761"
"Marcus Cox","CSCI-9513"
"Richard Padilla","STSO-5392"
"Mark Bowers","ECSE-9548"
"Mark Bowers","PSYC-2973"
"Kelly Mcclure","MATH-4884"
"Kelly Mcclure","BIOL-8223"
"Kelly Mcclure","ECSE-6925"
"Joseph Peterson","MGMT-6085"
"George Villanueva","BIOL-8647"
"George Villanueva","ITEC-8660"
"Darlene Velasquez","PSYC-2973"
"Jessica Curtis","CHEM-2562"
"Steven Cook","CHEM-2959"
"Sara Lynch","ENGR-3618"
"Melanie Valdez","ARCH-9302"
"Melanie Valdez","BIOL-1503"
"Jasmine Ray","CHEM-4309"
"James Marshall","COGS-9903"
"James Marshall","ECON-6575"
"Gail Navarro","ITEC-5042"
"Gail Navarro","LANG-8912"
"Gail Navarro","ECON-1298"
"Craig Collier","PSYC-4159"
"Gregory Sandoval","ECSE-1512"
"Jessica Atkinson DVM","ECON-8665"
"Steven Andrews","LANG-5999"
"Steven Andrews","BIOL-3377"
"Steven Andrews","ECSE-7314"
"Cesar Kelly","ECON-2818"
"Matthew Scott","MATH-7964"
"Matthew Scott","CHEM-8673"
"Matthew Scott","ECON-4224"
"Kevin Castaneda","PSYC-4159"
"Russell Gomez","LANG-2754"
"Russell Gomez","ENGR-6537"
"Gregory Macias","CHEM-1386"
"Gregory Macias","ITEC-9478"
"Robert Holder","STSO-5144"
"Robert Holder","STSO-1933"
"Emily Murphy","ITEC-8784"
"Jasmin Wolfe","CHEM-2266"
"Jasmin Wolfe","ECSE-8311"
"Evelyn Reynolds","ECON-1471"
"Gerald Powers","ITEC-4703"
"Patrick Chambers","ENGR-4550"
"Bradley Pena","COGS-5133"
"Jennifer Cox","BIOL-5296"
"Jennifer Cox","STSO-9202"
"Jennifer Cox","PSYC-4304"
"Denise Gibson","MATH-9474"
"Denise Gibson","MATH-4023"
"Jennifer Mcgee","CSCI-1629"
"Ashley Rivera","ITEC-3314"
"Caroline Morgan","LANG-5653"
"Caroline Morgan","CSCI-5085"
"Kathleen Wheeler","ECON-8665"
"Kathleen Wheeler","PSYC-9330"
"Kathleen Wheeler","ITEC-4772"
"James Cruz","ECSE-1607"
"James Cruz","CSCI-3014"
"James Cruz","ARCH-2464"
"Anthony Preston","MGMT-5766"
"Anthony Preston","CSCI-6607"
"Anthony Preston","PSYC-6453"
"Alison Robinson","ECSE-1491"
"Jean Zamora","BIOL-8280"
"Tamara Elliott","CHEM-8673"
"Tamara Elliott","PSYC-1405"
"Tamara Elliott","MATH-8752"
"Jennifer Reeves","ARCH-7834"
"Jennifer Reeves","CHEM-4030"
"Jennifer Reeves","ENGR-9476"
"Kevin Walters","STSO-5001"
"Kevin Walters","STSO-3203"
"Karen Roberts","BIOL-5043"
"Karen Roberts","BIOL-9328"
"Karen Roberts","CSCI-5085"
"Angela Hahn","ECON-2282"
"Cameron Prince","STSO-5789"
"Cameron Prince","CSCI-2542"
"Andrew Costa","MATH-2624"
"Andrew Costa","ECSE-9097"
"Andrew Costa","CHEM-2562"
"Cathy Lopez","CHEM-5099"
"Cathy Lopez","ECSE-3306"
"Robert Wright","ECON-4118"
"Dillon Buck","ECON-6150"
"Dillon Buck","BIOL-4667"
"Jeremy Rollins","LANG-8563"
"Thomas Chavez","MATH-4045"
"Thomas Chavez","COGS-1543"
"Thomas Chavez","STSO-2475"
"Darlene Figueroa","ITEC-3358"
"Darlene Figueroa","ITEC-4703"
"Darlene Figueroa","MATH-9843"
"Thomas Harmon","MATH-4023"
"Thomas Harmon","ITEC-3263"
"Thomas Harmon","CHEM-6923"
"Leonard Lowe","MGMT-4733"
"Yvonne Acosta","ECON-2010"
"Yvonne Acosta","PSYC-6453"
"Mr. Jason Lee","CHEM-5099"
"Kyle Mendoza","COGS-2623"
"Jessica Ewing","MATH-8752"
"Jessica Ewing","PSYC-7620"
"Stephen Gross","CSCI-5023"
"Stephen Gross","MATH-8420"
"Chad Wheeler","ARCH-5943"
"Chad Wheeler","ECSE-2712"
"Chad Wheeler","ARCH-5996"
"Laura Scott","ITEC-1345"
"Laura Scott","ITEC-8792"
"Cole Davis","ARCH-7834"
"Cole Davis","ENGR-3899"
"Michelle Mccarthy","ITEC-3263"
"Michelle Mccarthy","COGS-3077"
"Joseph Simmons","ECSE-6925"
"Joseph Simmons","ITEC-6199"
"Julia Oneal","LANG-9205"
"Julia Oneal","ITEC-4946"
"Julia Oneal","ARCH-9302"
"Kathy Myers","BIOL-7088"
"Kathy Myers","CSCI-5085"
"Brandy Watson","LANG-9043"
"Brandy Watson","COGS-8009"
"Miranda Barnes","ECSE-3306"
"Brooke Gutierrez","LANG-8563"
"Brooke Gutierrez","CHEM-4309"
"Brooke Gutierrez","STSO-4319"
"Crystal Sutton","PSYC-8075"
"Crystal Sutton","ARCH-7453"
"Crystal Sutton","CHEM-2266"
"Joshua Choi","LANG-6380"
"Joshua Choi","ENGR-2938"
"Joshua Choi","MGMT-9350"
"Cynthia Anthony","ARCH-8432"
"Cynthia Anthony","CHEM-2566"
"Nicholas Abbott","CSCI-1629"
"Nicholas Abbott","ITEC-8505"
"Colin Barber","CSCI-1521"
"Colin Barber","ITEC-1345"
"Colin Barber","PSYC-1360"
"Michelle Kim","PSYC-8944"
"Michelle Kim","PSYC-4598"
"Michelle Kim","MGMT-5766"
"Peggy Cantu","CHEM-5387"
"Haley Morgan","MATH-8448"
"Isaiah Adams","ENGR-4942"
"Abigail Jacobs","ENGR-5011"
"Abigail Jacobs","CHEM-2266"
"Miguel Peters","LANG-7040"
"Miguel Peters","MATH-5864"
"Travis Bentley","ENGR-7382"
"Travis Bentley","ECON-7764"
"Derek Bailey","CHEM-6923"
"Dorothy Obrien","CSCI-7746"
"Jessica Moore","COGS-5133"
"Jessica Moore","LANG-1270"
"Leah Bell","BIOL-4411"
"Leah Bell","ECON-8869"
"Leah Bell","MGMT-3029"
"Dillon Montgomery","MGMT-5766"
"Laurie Padilla","CSCI-8306"
"Melanie Sexton","ENGR-3191"
"Melanie Sexton","CSCI-8424"
"Beth Gibson DDS","BIOL-3506"
"Beth Gibson DDS","MATH-5864"
"Kimberly Erickson DVM","LANG-8367"
"Vanessa Anderson","LANG-6380"
"Greg Weeks","COGS-5133"
"Greg Weeks","ITEC-3472"
"Jessica Zamora","ECON-1214"
"Jessica Zamora","BIOL-9270"
"Stacey Carter","ENGR-4384"
"Stacey Carter","LANG-4105"
"James Waller","CSCI-8811"
"Melanie Lawrence","ITEC-8608"
"Melanie Lawrence","BIOL-4316"
"Melanie Lawrence","ECON-4118"
"Zachary Velasquez","ENGR-6735"
"Zachary Velasquez","ECON-6575"
"Zachary Velasquez","ITEC-6358"
"Anthony Lewis","MATH-1668"
"William Holt","COGS-7706"
"William Holt","BIOL-4289"
"Stephanie Weber","ECON-6169"
"Anna Wu","COGS-8009"
"Anna Wu","CSCI-8811"
"Anna Wu","ITEC-5685"
"Clayton Hamilton","ECSE-9097"
"Clayton Hamilton","STSO-1842"
"Clayton Hamilton","ARCH-5291"
"John Beard","ITEC-4703"
"John Beard","STSO-2963"
"Mrs. Kayla Hansen","ECON-8673"
"Lisa Curtis","COGS-7911"
"Lisa Curtis","ECON-1298"
"Megan Robinson","MGMT-9350"
"Megan Robinson","CSCI-5536"
"Megan Robinson","MGMT-9704"
"Amber Palmer","PSYC-4373"
"Bradley Ballard","MGMT-7196"
"Bradley Ballard","LANG-8456"
"Victor Reed","MATH-9199"
"Victor Reed","CHEM-4366"
"Victor Reed","MGMT-7196"
"Stacy Clarke","ECSE-2185"
"Stacy Clarke","COGS-2047"
"Mr. Jeremy Phillips MD","ITEC-5084"
"Courtney Hess","ECON-5839"
"Gary Young","MGMT-2128"
"Gary Young","ARCH-7369"
"Gary Young","ITEC-8792"
"Christopher Price","ITEC-4931"
"Cynthia Carter","ECSE-6866"
"Crystal Maldonado","BIOL-7711"
"Crystal Maldonado","BIOL-1503"
"Debra Crawford","PSYC-1499"
"Gregory Dennis","MGMT-4520"
"Gregory Dennis","STSO-6966"
"Rodney Young","PSYC-1499"
"Rodney Young","MGMT-9350"
"Rodney Young","ARCH-6473"
"Kevin Berry","COGS-2555"
"Kevin Berry","ECON-5604"
"Kevin Berry","CSCI-2861"
"Raymond Weiss","CSCI-7575"
"Raymond Weiss","MATH-6667"
"Scott Frazier","STSO-3133"
"Scott Frazier","CSCI-1704"
"James Parker","LANG-7417"
"James Parker","ECSE-1864"
"James Parker","MGMT-6741"
"Morgan Mills","MATH-8420"
"Morgan Mills","STSO-2823"
"Jared Cooper","STSO-8396"
"Judith Morales","ECSE-6866"
"Calvin Wells","STSO-8203"
"Calvin Wells","CSCI-5023"
"Calvin Wells","STSO-2266"
"Amber White","BIOL-4054"
"Amber White","CSCI-7757"
"David Mills","STSO-5392"
"David Mills","MATH-1079"
"Laura Cordova","LANG-1283"
"Laura Cordova","PSYC-1360"
"Laura Cordova","ENGR-8838"
"Stephanie French","CHEM-5099"
"Gregory Montoya","MGMT-3029"
"Gregory Montoya","CHEM-8182"
"Lisa Clarke","CSCI-8365"
"Lisa Clarke","ITEC-4946"
"Lori Melton","ECON-5803"
"Lori Melton","ARCH-1513"
"Lori Melton","MATH-8420"
"Julie Black","MGMT-5501"
"Julie Black","COGS-2623"
"Julie Black","STSO-7761"
"Jose Wade","COGS-3077"
"Jose Wade","CSCI-6872"
"Walter Frank","COGS-1776"
"Walter Frank","CSCI-7708"
"Walter Frank","CSCI-7575"
"Peter Wilson","ECSE-5117"
"Vanessa Singh","ECON-6575"
"Vanessa Singh","CHEM-2367"
"Nancy Johnson","LANG-3193"
"Nancy Johnson","ITEC-6848"
"Danielle White","LANG-8563"
"Danielle White","STSO-7793"
"Daniel Chang","ITEC-3263"
"Daniel Chang","ENGR-6735"
"Hannah Blair","CHEM-4549"
"Hannah Blair","PSYC-9168"
"Thomas Gross","MATH-4277"
"Thomas Gross","ECON-6169"
"Stephanie Mccullough","BIOL-7088"
"Stephanie Mccullough","ENGR-2938"
"Thomas Miller Jr.","ECSE-9097"
"Brandon Mcmahon","LANG-9275"
"Brandon Mcmahon","BIOL-1217"
"Brandon Mcmahon","MATH-8079"
"Amy Chapman","PSYC-1405"
"Amy Chapman","ITEC-2215"
"Amy Chapman","CSCI-1777"
"Jennifer Odom","ECSE-1491"
"David Yoder","LANG-3131"
"David Yoder","MGMT-7977"
"Jordan Pearson","CHEM-5099"
"Jordan Pearson","BIOL-5328"
"Mark Ruiz","ECSE-1571"
"Erin Becker","ITEC-4703"
"Erin Becker","LANG-8367"
"Erin Becker","CHEM-2367"
"Colleen Williams","MATH-5356"
"Vanessa Floyd","STSO-2963"
"Brian Madden","CHEM-4309"
"Brian Madden","MGMT-6741"
"Brian Madden","MATH-9779"
"Yolanda Marquez","ENGR-3618"
"Yolanda Marquez","CHEM-1999"
"James Jacobs","PSYC-7620"
"Shawn Rose","LANG-3193"
"Corey Larsen","CHEM-9381"
"Donna Morrison","MGMT-2422"
"Donna Morrison","CHEM-8845"
"Donna Morrison","ITEC-2724"
"Joseph Alexander","ECSE-5117"
"Joseph Alexander","PSYC-9955"
"Alexandria Zimmerman","COGS-9903"
"Alexandria Zimmerman","ENGR-4339"
"Robert Gates","BIOL-6506"
"Kevin Sullivan","COGS-2623"
"Kevin Sullivan","LANG-9275"
"Kevin Sullivan","MGMT-8047"
"Amanda Wright","ARCH-8147"
"Amanda Wright","MGMT-9901"
"Samantha Barron","STSO-7761"
"Stephanie Chang","CSCI-1777"
"Stephanie Chang","CHEM-8845"
"Brendan Wang","ITEC-5685"
"Brendan Wang","COGS-8009"
"Brendan Wang","CHEM-2821"
"Nicole Stephens","BIOL-9423"
"Brittany Fuller","LANG-3488"
"Monique Williams","CSCI-7757"
"Monique Williams","BIOL-8647"
"Lorraine Hayes","STSO-6137"
"Lorraine Hayes","MATH-8079"
"Megan Newton","LANG-5798"
"Justin Davidson","ECON-7628"
"Justin Davidson","MATH-5704"
"Thomas Cruz","BIOL-4411"
"Thomas Cruz","CSCI-1601"
"Thomas Cruz","ECSE-6866"
"Holly Alvarez","ECON-8138"
"Holly Alvarez","COGS-2623"
"Ashley Young","LANG-3886"
"Ashley Young","CHEM-8845"
"Lisa Deleon","BIOL-5296"
"Lisa Deleon","STSO-8269"
"Courtney Powell","ITEC-2402"
"Courtney Powell","ECSE-2712"
"Courtney Powell","LANG-2754"
"Sharon Gomez DDS","ECSE-1607"
"Sharon Gomez DDS","MATH-3933"
"Sharon Gomez DDS","ECSE-3674"
"Juan Arellano","CHEM-7955"
"Carla Pacheco","ECON-1214"
"Carla Pacheco","MATH-4884"
"Garrett Martin","PSYC-9955"
"Garrett Martin","ENGR-4384"
"Garrett Martin","MGMT-7673"
"Stephanie Price","ECON-2203"
"Stephanie Price","PSYC-4159"
"Mitchell Lowery","MGMT-9350"
"Mitchell Lowery","CHEM-2562"
"Carlos Davis","ENGR-8578"
"Carlos Davis","CHEM-7955"
"Charles Cantu","ITEC-9261"
"Charles Cantu","LANG-5999"
"Charles Cantu","ECON-5839"
"Jean Cobb","STSO-5001"
"Brian Fuller","ITEC-6470"
"Brian Fuller","ECSE-9186"
"Mary Lindsey","ARCH-7668"
"Mary Lindsey","STSO-2610"
"Mary Lindsey","ITEC-2215"
"John Barrett","LANG-3981"
"John Barrett","ECSE-3674"
"John Barrett","CSCI-5490"
"Donna Short","CHEM-4549"
"Donna Short","CHEM-2266"
"Donna Short","CSCI-9318"
"Pamela Harris","CHEM-6923"
"Karl Ballard","MGMT-8758"
"Hannah Gay","COGS-7287"
"Hannah Gay","ARCH-1513"
"Hannah Gay","ECSE-6866"
"Katherine Jones","CSCI-1521"
"Katherine Jones","PSYC-9168"
"Kaylee Nicholson","LANG-4105"
"Kaitlin Bell","CSCI-1601"
"Lori Webb","STSO-3850"
"Lori Webb","ITEC-6848"
"Lori Webb","CSCI-4126"
"Jennifer Scott","MATH-9474"
"Jennifer Scott","STSO-2823"
"Jeffrey Woods","COGS-3427"
"Sandy Hooper","MATH-3894"
"Sandy Hooper","STSO-3494"
"Sandy Hooper","MGMT-9901"
"Laurie Nelson","BIOL-7088"
"Laurie Nelson","STSO-8036"
"Laurie Nelson","STSO-8036"
"Michelle Sims","ECSE-8311"
"Michelle Sims","MGMT-8224"
"Holly Dennis","LANG-8456"
"Holly Dennis","CSCI-2137"
"Holly Dennis","BIOL-6758"
"Oscar Williams","ARCH-7453"
"Courtney Hopkins MD","MATH-5879"
"Courtney Hopkins MD","ITEC-9261"
"John Burke","ECSE-2659"
"John Burke","CSCI-1157"
"John Burke","ITEC-6470"
"Stephen Myers","MATH-5704"
"Stephen Myers","CHEM-8116"
"Debbie Farrell","STSO-2266"
"Debbie Farrell","BIOL-7645"
"Arthur Lee","ENGR-8234"
"Jody Spencer MD","COGS-4318"
"Jody Spencer MD","CSCI-1038"
"Jody Spencer MD","ECSE-8311"
"Madison Lloyd","ECON-2818"
"Madison Lloyd","ENGR-3899"
"Jonathan Lee","CSCI-8811"
"Nancy Mccoy","STSO-3203"
"Pam Mcbride","STSO-8036"
"Alexander Lee","MGMT-8047"
"Alexander Lee","STSO-5392"
"Catherine Taylor","MGMT-8811"
"Catherine Taylor","ITEC-6358"
"Catherine Taylor","PSYC-9955"
"Wesley Keith","PSYC-5254"
"Wesley Keith","ITEC-5084"
"Wesley Keith","BIOL-6426"
"Joseph Delgado","CSCI-6872"
"Rebecca Johnson","MATH-4282"
"Rebecca Johnson","MGMT-2128"
"Rebecca Johnson","ITEC-6379"
"David Owens","CSCI-7708"
"David Owens","MGMT-9901"
"Crystal Walker","MATH-2624"
"Kristina Reynolds","LANG-4105"
"Kristina Reynolds","CSCI-4158"
"Troy Cooper","PSYC-1499"
"Troy Cooper","LANG-9830"
"Troy Cooper","PSYC-9168"
"Adam Hardin","MGMT-1644"
"Jonathan Medina","ARCH-9150"
"Jonathan Medina","STSO-6966"
"Rachel Rose","MGMT-6085"
"Rachel Rose","CHEM-7687"
"Bailey Jones","LANG-3109"
"Melanie Stanton","CSCI-9513"
"Melanie Stanton","ECON-3253"
"Julie Clark","MGMT-2368"
"Valerie Barnes","CSCI-8306"
"Valerie Barnes","MATH-9858"
"Dr. Charles Clark","COGS-6893"
"Annette Hughes","ECSE-5032"
"Chad Richards","ARCH-5943"
"Lisa Barber","LANG-5818"
"Lisa Barber","LANG-8456"
"Bill Winters","PSYC-9315"
"Bill Winters","PSYC-1471"
"Trevor Greer","ECON-7764"
"Trevor Greer","PSYC-5254"
"Trevor Greer","LANG-8456"
"Stephen Spencer","PSYC-1499"
"Stephen Spencer","COGS-6893"
"Jennifer Bruce","ECSE-6866"
"Jennifer Bruce","ECSE-8311"
"Jonathan Hinton","ECON-4404"
"Michelle Campbell","ECSE-3306"
"Karen Boyd","PSYC-2251"
"Kimberly Morrow","CHEM-2821"
"Kimberly Morrow","ECSE-7483"
"Kimberly Morrow","ECSE-7314"
"Veronica Blake","BIOL-9107"
"Veronica Blake","CHEM-8435"
"Sherri Norton","COGS-3427"
"Sarah Shelton","CSCI-9644"
"Sarah Shelton","LANG-1278"
"Elizabeth Rush DDS","ECSE-2712"
"Elizabeth Rush DDS","ECSE-6530"
"Elizabeth Rush DDS","ITEC-3472"
"Joseph Craig","PSYC-8244"
"Joseph Craig","ARCH-3338"
"Joseph Craig","MATH-4884"
"Beverly Watson","CSCI-5536"
"Beverly Watson","LANG-9830"
"Lori Esparza","BIOL-3377"
"Dillon Bartlett","ITEC-5685"
"Dillon Bartlett","ITEC-4772"
"Dillon Bartlett","COGS-6212"
"Shirley Andrade","COGS-2457"
"Belinda Mckee","MGMT-7196"
"Belinda Mckee","MGMT-7673"
"Belinda Mckee","ARCH-9962"
"Dawn Fisher","COGS-3077"
"Dawn Fisher","CHEM-7955"
"Nathan Woods","CSCI-3633"
"Jill Brooks","CSCI-5884"
"Andrew Wright","PSYC-9330"
"Andrew Wright","STSO-7793"
"Reginald Proctor","ENGR-6942"
"Reginald Proctor","BIOL-6076"
"Robert Stanton","CSCI-2137"
"Robert Stanton","ITEC-6199"
"Robert Stanton","PSYC-8944"
"Eric Baker","ENGR-9682"
"Eric Baker","LANG-3886"
"Eric Baker","LANG-2754"
"Christopher Richards","MATH-5669"
"Christopher Richards","CHEM-1963"
"Natalie Brooks","ENGR-3899"
"Natalie Brooks","CHEM-4549"
"Rachel Patterson","ITEC-4772"
"Rachel Patterson","STSO-3133"
"Janice Hall","ECSE-4324"
"Amy Hernandez","ECON-3253"
"Amy Hernandez","MGMT-8047"
"Amy Hernandez","MGMT-7977"
"Kevin Parker","MGMT-3029"
"Kevin Parker","ENGR-4384"
"Maria Wright","MGMT-2128"
"Maria Wright","ECSE-1607"
"Yvonne Jones","MGMT-8758"
"Jesus Mcdonald","CSCI-5630"
"Jesus Mcdonald","COGS-5133"
"Jesus Mcdonald","ECSE-6866"
"Benjamin Davidson","BIOL-1217"
"Benjamin Davidson","LANG-9426"
"Dylan Johnson","ECON-2818"
"Jack Alexander","ENGR-3899"
"Jack Alexander","ECSE-3554"
"Linda Cross","LANG-2358"
"Jordan Beltran","CHEM-2367"
"Jordan Beltran","MATH-5704"
"Jordan Beltran","STSO-5522"
"Joan Patterson","MGMT-6033"
"Joan Patterson","PSYC-8944"
"Joan Patterson","ECON-8138"
"Bryan Jones","ENGR-3478"
"Bryan Jones","PSYC-7620"
"Bryan Jones","COGS-8518"
"Steve Jacobs","ECON-8869"
"Steve Jacobs","MGMT-2368"
"Steve Jacobs","CHEM-2566"
"Melissa Green","ECSE-8065"
"Melissa Green","ENGR-3462"
"Melissa Green","ECSE-6530"
"Rachel Shepherd","MATH-4884"
"Rachel Shepherd","ITEC-5912"
"Rachel Shepherd","CSCI-1629"
"Gary Walter","CHEM-2266"
"Gary Walter","LANG-5421"
"Gary Walter","STSO-6966"
"Kristina Clark","BIOL-3506"
"Kristina Clark","MGMT-1644"
"Kristina Clark","CHEM-5387"
"Heather Woods","STSO-1933"
"Heather Woods","LANG-3981"
"Heather Woods","LANG-8456"
"Beth Gilbert","PSYC-6453"
"Beth Gilbert","CSCI-5884"
"Donna Garrett","CHEM-8673"
"Donna Garrett","ITEC-5685"
"Donna Garrett","MGMT-8224"
"Julia Hawkins","MGMT-2126"
"Julia Hawkins","COGS-2244"
"Dr. Kimberly Moore","CSCI-1777"
"Dennis Holland","STSO-8068"
"Dennis Holland","STSO-6899"
"Dennis Holland","STSO-3203"
"Christopher Mayo","ECON-1777"
"Emily Fischer","BIOL-4289"
"Emily Fischer","PSYC-9168"
"Emily Fischer","ECON-4404"
"Jennifer Wise","ENGR-3462"
"Carolyn Collier","ENGR-8635"
"Carolyn Collier","MGMT-1558"
"Stephen Davis","ITEC-6848"
"Stephen Davis","COGS-3625"
"Paul Lee DDS","ITEC-5417"
"Paul Lee DDS","BIOL-2804"
"Paul Lee DDS","ITEC-1982"
"Laura Bowman","CHEM-5387"
"Laura Bowman","MATH-7789"
"Laura Bowman","LANG-5421"
"Allison Ramsey","ITEC-2215"
"Ricardo Wall","ECSE-1491"
"Ricardo Wall","PSYC-8075"
"Kenneth Weber","ENGR-8669"
"Kenneth Weber","ARCH-7369"
"Danielle Cobb","STSO-3144"
"Danielle Cobb","CSCI-8811"
"Danielle Cobb","ITEC-6550"
"Robert Chavez","LANG-9830"
"Robert Chavez","LANG-4384"
"Robert Chavez","MATH-9858"
"Carrie Carlson","STSO-6137"
"Carrie Carlson","PSYC-7620"
"Carlos Flores","ITEC-3263"
"Carlos Flores","ITEC-3314"
"Kyle Brown","ECON-9573"
"Kyle Brown","ECON-6150"
"Kyle Brown","LANG-2754"
"David Lee","MATH-3894"
"David Lee","CHEM-2367"
"Kevin Riley","PSYC-4373"
"Martha Woods","CSCI-2542"
"Jacob Lee","STSO-3144"
"Jacob Lee","LANG-7417"
"Jacob Lee","ARCH-5996"
"Laura Allen","STSO-8384"
"Laura Allen","ECON-8138"
"Derrick Brown","PSYC-8944"
"Derrick Brown","BIOL-6076"
"Crystal Spencer","ARCH-8432"
"Crystal Spencer","MATH-5356"
"Crystal Spencer","LANG-3989"
"Donald Smith","BIOL-7732"
"Donald Smith","MATH-5879"
"Donald Smith","MGMT-9901"
"Dylan Warren","STSO-3144"
"Dylan Warren","CSCI-9318"
"Dylan Warren","ECSE-5032"
"Kerry Davis","MATH-9779"
"Linda Goodwin","CHEM-2562"
"Linda Goodwin","CSCI-6288"
"Christopher Page","CHEM-9352"
"Christopher Page","ECON-9573"
"Stacey Montes","ARCH-8568"
"Joshua Short","ECON-5839"
"Joshua Short","MATH-4023"
"Micheal Williams","CSCI-6658"
"Mr. Christopher Fleming DDS","MATH-6422"
"Mr. Christopher Fleming DDS","PSYC-1499"
"Laura Harris","ECSE-3306"
"Laura Harris","ARCH-2437"
"Lawrence Pope","ITEC-3358"
"Lawrence Pope","ECSE-7483"
"Reginald Anderson","CHEM-2566"
"Reginald Anderson","ENGR-4942"
"Jimmy Davidson","ECON-6150"
"Andrea Hall","COGS-7287"
"Andrea Hall","BIOL-5043"
"Andrea Hall","ARCH-7834"
"Katie Bell","ITEC-8653"
"David Cain DVM","ITEC-3472"
"Jonathan Diaz","PSYC-1612"
"Mr. Daniel Patterson","CSCI-6288"
"Mr. Daniel Patterson","CSCI-6288"
"Mr. Daniel Patterson","ECSE-9557"
"Katherine Ryan","MGMT-9704"
"Amy Perry","CHEM-1963"
"Amy Perry","ECSE-5032"
"Amy Perry","STSO-2266"
"Melinda Davies","STSO-6899"
"Melinda Davies","LANG-1038"
"Amanda Valdez","ENGR-9178"
"Amanda Valdez","ECSE-4571"
"Mark Lee","STSO-1842"
"Mark Lee","MATH-4277"
"Gary Gutierrez","STSO-5789"
"Gary Gutierrez","ECSE-1571"
"Gary Gutierrez","ECON-2818"
"Darrell Moore","PSYC-1360"
"Diane Williams MD","CSCI-6288"
"Nancy Rojas","ARCH-2486"
"Melissa Mcintyre","COGS-2457"
"Melissa Mcintyre","ECON-3253"
"Melissa Mcintyre","MATH-4277"
"Lorraine Smith","STSO-3337"
"Lorraine Smith","COGS-1059"
"Lorraine Smith","STSO-3144"
"Michael Hobbs","ARCH-9962"
"Angelica Carter","BIOL-6758"
"Angelica Carter","CSCI-9624"
"Janet Patel","ECON-7628"
"Janet Patel","MATH-9779"
